HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.instance_id,Input.event,Input.anchor_location,Input.anchor_timestamp,Input.anchor_url,Input.context8_url,Input.context8_timestamp,Input.context9_url,Input.context9_timestamp,Input.context10_url,Input.context10_timestamp,Input.context11_url,Input.context11_timestamp,Input.context12_url,Input.context12_timestamp,Input.context13_url,Input.context13_timestamp,Answer.Q1,Answer.Q2,Approve,Reject
3EQVJH0T5695XQV21O1FKFKSPFFTHE,33YD3YS58ZTUSL24EGICGSHLX37CZQ,Answer questions about the location of tweet author (WARNING: This HIT may contain adult content. Worker discretion is advised.),Read a tweet and determine whether the author was or was not in a city when the tweet was published,"location, spatial, temporal",$0.11,Thu Apr 29 10:13:42 PDT 2021,5,BatchId:4425519;OriginalHitTemplateId:928390828;,600,2592000,Wed Jul 28 10:13:42 PDT 2021,,,3JWH6J9I9Z10XKLQU2A8EP7QEGVBN4,A13YTGRLTS80MU,Submitted,Thu Apr 29 10:14:26 PDT 2021,Thu Apr 29 10:17:45 PDT 2021,Sat May 29 10:17:45 PDT 2021,,,,199,100% (794/796),100% (320/320),100% (61/61),memorialday2019_1132780054868578309,memorialday2019,Washington,Sun May 26 22:46:25 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/memorialday2019_1132780054868578309_anchor_1132780054868578309.png,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/memorialday2019_1132780054868578309_1132768231884767232.png,Sun May 26 21:59:26 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/memorialday2019_1132780054868578309_1132773905389821952.png,Sun May 26 22:21:59 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/memorialday2019_1132780054868578309_1132774636503085056.png,Sun May 26 22:24:53 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/memorialday2019_1132780054868578309_1132781938496946177.png,Sun May 26 22:53:54 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/memorialday2019_1132780054868578309_1132783439038566401.png,Sun May 26 22:59:52 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/memorialday2019_1132780054868578309_1132792501524488193.png,Sun May 26 23:35:53 +0000 2019,No,3,,
3EQVJH0T5695XQV21O1FKFKSPFFTHE,33YD3YS58ZTUSL24EGICGSHLX37CZQ,Answer questions about the location of tweet author (WARNING: This HIT may contain adult content. Worker discretion is advised.),Read a tweet and determine whether the author was or was not in a city when the tweet was published,"location, spatial, temporal",$0.11,Thu Apr 29 10:13:42 PDT 2021,5,BatchId:4425519;OriginalHitTemplateId:928390828;,600,2592000,Wed Jul 28 10:13:42 PDT 2021,,,3K2755HG5ZRHOP6TAAI11AMHFALDF6,A1YWT5B2G2Z39V,Submitted,Thu Apr 29 10:14:07 PDT 2021,Thu Apr 29 10:14:47 PDT 2021,Sat May 29 10:14:47 PDT 2021,,,,40,100% (314/314),100% (314/314),100% (244/244),memorialday2019_1132780054868578309,memorialday2019,Washington,Sun May 26 22:46:25 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/memorialday2019_1132780054868578309_anchor_1132780054868578309.png,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/memorialday2019_1132780054868578309_1132768231884767232.png,Sun May 26 21:59:26 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/memorialday2019_1132780054868578309_1132773905389821952.png,Sun May 26 22:21:59 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/memorialday2019_1132780054868578309_1132774636503085056.png,Sun May 26 22:24:53 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/memorialday2019_1132780054868578309_1132781938496946177.png,Sun May 26 22:53:54 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/memorialday2019_1132780054868578309_1132783439038566401.png,Sun May 26 22:59:52 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/memorialday2019_1132780054868578309_1132792501524488193.png,Sun May 26 23:35:53 +0000 2019,Yes,5,,
3EQVJH0T5695XQV21O1FKFKSPFFTHE,33YD3YS58ZTUSL24EGICGSHLX37CZQ,Answer questions about the location of tweet author (WARNING: This HIT may contain adult content. Worker discretion is advised.),Read a tweet and determine whether the author was or was not in a city when the tweet was published,"location, spatial, temporal",$0.11,Thu Apr 29 10:13:42 PDT 2021,5,BatchId:4425519;OriginalHitTemplateId:928390828;,600,2592000,Wed Jul 28 10:13:42 PDT 2021,,,3NVC2EB65XNP6OLRMB4DDM7LU8M3YV,AHKWR3I5VHBWS,Submitted,Thu Apr 29 10:14:54 PDT 2021,Thu Apr 29 10:15:30 PDT 2021,Sat May 29 10:15:30 PDT 2021,,,,36,100% (294/294),100% (294/294),100% (152/152),memorialday2019_1132780054868578309,memorialday2019,Washington,Sun May 26 22:46:25 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/memorialday2019_1132780054868578309_anchor_1132780054868578309.png,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/memorialday2019_1132780054868578309_1132768231884767232.png,Sun May 26 21:59:26 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/memorialday2019_1132780054868578309_1132773905389821952.png,Sun May 26 22:21:59 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/memorialday2019_1132780054868578309_1132774636503085056.png,Sun May 26 22:24:53 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/memorialday2019_1132780054868578309_1132781938496946177.png,Sun May 26 22:53:54 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/memorialday2019_1132780054868578309_1132783439038566401.png,Sun May 26 22:59:52 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/memorialday2019_1132780054868578309_1132792501524488193.png,Sun May 26 23:35:53 +0000 2019,Yes,5,,
3Y3N5A7N5MXN6QV72R4RK1K3L3WYMH,33YD3YS58ZTUSL24EGICGSHLX37CZQ,Answer questions about the location of tweet author (WARNING: This HIT may contain adult content. Worker discretion is advised.),Read a tweet and determine whether the author was or was not in a city when the tweet was published,"location, spatial, temporal",$0.11,Thu Apr 29 10:13:42 PDT 2021,5,BatchId:4425519;OriginalHitTemplateId:928390828;,600,2592000,Wed Jul 28 10:13:42 PDT 2021,,,37WLF8U1WWETJ2JS1Y1KBH4U6KF6K9,A2WUXZOY4CRF5R,Submitted,Thu Apr 29 10:14:28 PDT 2021,Thu Apr 29 10:18:19 PDT 2021,Sat May 29 10:18:19 PDT 2021,,,,231,100% (40/40),100% (40/40),100% (22/22),springbreak2019_1107296072861446144,springbreak2019,Miami,Sun Mar 17 15:02:10 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1107296072861446144_anchor_1107296072861446144.png,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1107296072861446144_1107012232997679109.png,Sat Mar 16 20:14:18 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1107296072861446144_1107012275368615936.png,Sat Mar 16 20:14:28 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1107296072861446144_1107070874279206912.png,Sun Mar 17 00:07:19 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1107296072861446144_1107361189221359621.png,Sun Mar 17 19:20:55 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1107296072861446144_1107625976568020998.png,Mon Mar 18 12:53:06 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1107296072861446144_1107659140065828869.png,Mon Mar 18 15:04:52 +0000 2019,No,4,,
3Y3N5A7N5MXN6QV72R4RK1K3L3WYMH,33YD3YS58ZTUSL24EGICGSHLX37CZQ,Answer questions about the location of tweet author (WARNING: This HIT may contain adult content. Worker discretion is advised.),Read a tweet and determine whether the author was or was not in a city when the tweet was published,"location, spatial, temporal",$0.11,Thu Apr 29 10:13:42 PDT 2021,5,BatchId:4425519;OriginalHitTemplateId:928390828;,600,2592000,Wed Jul 28 10:13:42 PDT 2021,,,39GXDJN2O02U3RWSTHCPX4B2SDC8VJ,A22FZZT4I6HVCO,Submitted,Thu Apr 29 10:14:17 PDT 2021,Thu Apr 29 10:17:30 PDT 2021,Sat May 29 10:17:30 PDT 2021,,,,193,100% (600/600),100% (600/600),100% (190/190),springbreak2019_1107296072861446144,springbreak2019,Miami,Sun Mar 17 15:02:10 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1107296072861446144_anchor_1107296072861446144.png,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1107296072861446144_1107012232997679109.png,Sat Mar 16 20:14:18 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1107296072861446144_1107012275368615936.png,Sat Mar 16 20:14:28 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1107296072861446144_1107070874279206912.png,Sun Mar 17 00:07:19 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1107296072861446144_1107361189221359621.png,Sun Mar 17 19:20:55 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1107296072861446144_1107625976568020998.png,Mon Mar 18 12:53:06 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1107296072861446144_1107659140065828869.png,Mon Mar 18 15:04:52 +0000 2019,Yes,5,,
3Y3N5A7N5MXN6QV72R4RK1K3L3WYMH,33YD3YS58ZTUSL24EGICGSHLX37CZQ,Answer questions about the location of tweet author (WARNING: This HIT may contain adult content. Worker discretion is advised.),Read a tweet and determine whether the author was or was not in a city when the tweet was published,"location, spatial, temporal",$0.11,Thu Apr 29 10:13:42 PDT 2021,5,BatchId:4425519;OriginalHitTemplateId:928390828;,600,2592000,Wed Jul 28 10:13:42 PDT 2021,,,3KYQYYSHY2VBU2JM9D1RO4VV7BCDOS,AI110BKVWIN2F,Submitted,Thu Apr 29 10:18:31 PDT 2021,Thu Apr 29 10:19:57 PDT 2021,Sat May 29 10:19:57 PDT 2021,,,,86,100% (1013/1013),100% (1013/1013),100% (306/306),springbreak2019_1107296072861446144,springbreak2019,Miami,Sun Mar 17 15:02:10 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1107296072861446144_anchor_1107296072861446144.png,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1107296072861446144_1107012232997679109.png,Sat Mar 16 20:14:18 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1107296072861446144_1107012275368615936.png,Sat Mar 16 20:14:28 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1107296072861446144_1107070874279206912.png,Sun Mar 17 00:07:19 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1107296072861446144_1107361189221359621.png,Sun Mar 17 19:20:55 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1107296072861446144_1107625976568020998.png,Mon Mar 18 12:53:06 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1107296072861446144_1107659140065828869.png,Mon Mar 18 15:04:52 +0000 2019,Yes,4,,
3Y3N5A7N5MXN6QV72R4RK1K3L3WYMH,33YD3YS58ZTUSL24EGICGSHLX37CZQ,Answer questions about the location of tweet author (WARNING: This HIT may contain adult content. Worker discretion is advised.),Read a tweet and determine whether the author was or was not in a city when the tweet was published,"location, spatial, temporal",$0.11,Thu Apr 29 10:13:42 PDT 2021,5,BatchId:4425519;OriginalHitTemplateId:928390828;,600,2592000,Wed Jul 28 10:13:42 PDT 2021,,,3LQ8PUHQFSGIAWDLXE7CVSE7NU6IHB,A1YWT5B2G2Z39V,Submitted,Thu Apr 29 10:14:25 PDT 2021,Thu Apr 29 10:19:44 PDT 2021,Sat May 29 10:19:44 PDT 2021,,,,319,100% (314/314),100% (314/314),100% (244/244),springbreak2019_1107296072861446144,springbreak2019,Miami,Sun Mar 17 15:02:10 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1107296072861446144_anchor_1107296072861446144.png,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1107296072861446144_1107012232997679109.png,Sat Mar 16 20:14:18 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1107296072861446144_1107012275368615936.png,Sat Mar 16 20:14:28 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1107296072861446144_1107070874279206912.png,Sun Mar 17 00:07:19 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1107296072861446144_1107361189221359621.png,Sun Mar 17 19:20:55 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1107296072861446144_1107625976568020998.png,Mon Mar 18 12:53:06 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1107296072861446144_1107659140065828869.png,Mon Mar 18 15:04:52 +0000 2019,Yes,5,,
3Y3N5A7N5MXN6QV72R4RK1K3L3WYMH,33YD3YS58ZTUSL24EGICGSHLX37CZQ,Answer questions about the location of tweet author (WARNING: This HIT may contain adult content. Worker discretion is advised.),Read a tweet and determine whether the author was or was not in a city when the tweet was published,"location, spatial, temporal",$0.11,Thu Apr 29 10:13:42 PDT 2021,5,BatchId:4425519;OriginalHitTemplateId:928390828;,600,2592000,Wed Jul 28 10:13:42 PDT 2021,,,3TPZPLC3M70VXATQVO8U0VE9Q3J3P1,A1TEXCUTI4IUUN,Submitted,Thu Apr 29 10:14:19 PDT 2021,Thu Apr 29 10:19:14 PDT 2021,Sat May 29 10:19:14 PDT 2021,,,,295,100% (29/29),100% (29/29),100% (17/17),springbreak2019_1107296072861446144,springbreak2019,Miami,Sun Mar 17 15:02:10 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1107296072861446144_anchor_1107296072861446144.png,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1107296072861446144_1107012232997679109.png,Sat Mar 16 20:14:18 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1107296072861446144_1107012275368615936.png,Sat Mar 16 20:14:28 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1107296072861446144_1107070874279206912.png,Sun Mar 17 00:07:19 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1107296072861446144_1107361189221359621.png,Sun Mar 17 19:20:55 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1107296072861446144_1107625976568020998.png,Mon Mar 18 12:53:06 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1107296072861446144_1107659140065828869.png,Mon Mar 18 15:04:52 +0000 2019,Yes,4,,
3L2OEKSTXFY8L1T38QU8FJJ81Y88Y4,33YD3YS58ZTUSL24EGICGSHLX37CZQ,Answer questions about the location of tweet author (WARNING: This HIT may contain adult content. Worker discretion is advised.),Read a tweet and determine whether the author was or was not in a city when the tweet was published,"location, spatial, temporal",$0.11,Thu Apr 29 10:13:42 PDT 2021,5,BatchId:4425519;OriginalHitTemplateId:928390828;,600,2592000,Wed Jul 28 10:13:42 PDT 2021,,,30IQTZXKARU4PRWKYS0SSA25PQ80XR,AI110BKVWIN2F,Submitted,Thu Apr 29 10:14:11 PDT 2021,Thu Apr 29 10:15:58 PDT 2021,Sat May 29 10:15:58 PDT 2021,,,,107,100% (1013/1013),100% (1013/1013),100% (306/306),springbreak2019_1105172781019222016,springbreak2019,Phoenix,Mon Mar 11 18:24:58 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1105172781019222016_anchor_1105172781019222016.png,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1105172781019222016_1105142701329014784.png,Mon Mar 11 16:25:27 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1105172781019222016_1105147008610820096.png,Mon Mar 11 16:42:34 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1105172781019222016_1105166631603453953.png,Mon Mar 11 18:00:32 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1105172781019222016_1105189176440471552.png,Mon Mar 11 19:30:07 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1105172781019222016_1105234457278205953.png,Mon Mar 11 22:30:03 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1105172781019222016_1105287310202077185.png,Tue Mar 12 02:00:04 +0000 2019,Yes,5,,
3L2OEKSTXFY8L1T38QU8FJJ81Y88Y4,33YD3YS58ZTUSL24EGICGSHLX37CZQ,Answer questions about the location of tweet author (WARNING: This HIT may contain adult content. Worker discretion is advised.),Read a tweet and determine whether the author was or was not in a city when the tweet was published,"location, spatial, temporal",$0.11,Thu Apr 29 10:13:42 PDT 2021,5,BatchId:4425519;OriginalHitTemplateId:928390828;,600,2592000,Wed Jul 28 10:13:42 PDT 2021,,,33OOO72IVO9H22IG5YSFY8J0LJGTCT,A2K3HEVVEWLUS4,Submitted,Thu Apr 29 10:14:03 PDT 2021,Thu Apr 29 10:17:37 PDT 2021,Sat May 29 10:17:37 PDT 2021,,,,214,100% (901/901),100% (901/901),100% (262/262),springbreak2019_1105172781019222016,springbreak2019,Phoenix,Mon Mar 11 18:24:58 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1105172781019222016_anchor_1105172781019222016.png,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1105172781019222016_1105142701329014784.png,Mon Mar 11 16:25:27 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1105172781019222016_1105147008610820096.png,Mon Mar 11 16:42:34 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1105172781019222016_1105166631603453953.png,Mon Mar 11 18:00:32 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1105172781019222016_1105189176440471552.png,Mon Mar 11 19:30:07 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1105172781019222016_1105234457278205953.png,Mon Mar 11 22:30:03 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1105172781019222016_1105287310202077185.png,Tue Mar 12 02:00:04 +0000 2019,Yes,4,,
3L2OEKSTXFY8L1T38QU8FJJ81Y88Y4,33YD3YS58ZTUSL24EGICGSHLX37CZQ,Answer questions about the location of tweet author (WARNING: This HIT may contain adult content. Worker discretion is advised.),Read a tweet and determine whether the author was or was not in a city when the tweet was published,"location, spatial, temporal",$0.11,Thu Apr 29 10:13:42 PDT 2021,5,BatchId:4425519;OriginalHitTemplateId:928390828;,600,2592000,Wed Jul 28 10:13:42 PDT 2021,,,34V1S5K3GZP92601X1AVL8QEVQ396I,A25JK318VW9R4Z,Submitted,Thu Apr 29 10:14:44 PDT 2021,Thu Apr 29 10:19:43 PDT 2021,Sat May 29 10:19:43 PDT 2021,,,,299,100% (1072/1072),100% (1072/1072),100% (302/302),springbreak2019_1105172781019222016,springbreak2019,Phoenix,Mon Mar 11 18:24:58 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1105172781019222016_anchor_1105172781019222016.png,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1105172781019222016_1105142701329014784.png,Mon Mar 11 16:25:27 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1105172781019222016_1105147008610820096.png,Mon Mar 11 16:42:34 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1105172781019222016_1105166631603453953.png,Mon Mar 11 18:00:32 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1105172781019222016_1105189176440471552.png,Mon Mar 11 19:30:07 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1105172781019222016_1105234457278205953.png,Mon Mar 11 22:30:03 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1105172781019222016_1105287310202077185.png,Tue Mar 12 02:00:04 +0000 2019,No,4,,
3L2OEKSTXFY8L1T38QU8FJJ81Y88Y4,33YD3YS58ZTUSL24EGICGSHLX37CZQ,Answer questions about the location of tweet author (WARNING: This HIT may contain adult content. Worker discretion is advised.),Read a tweet and determine whether the author was or was not in a city when the tweet was published,"location, spatial, temporal",$0.11,Thu Apr 29 10:13:42 PDT 2021,5,BatchId:4425519;OriginalHitTemplateId:928390828;,600,2592000,Wed Jul 28 10:13:42 PDT 2021,,,3B2X28YI333SQZFYVLORCEL4JQ66BP,A1YWT5B2G2Z39V,Submitted,Thu Apr 29 10:14:17 PDT 2021,Thu Apr 29 10:17:18 PDT 2021,Sat May 29 10:17:18 PDT 2021,,,,181,100% (314/314),100% (314/314),100% (244/244),springbreak2019_1105172781019222016,springbreak2019,Phoenix,Mon Mar 11 18:24:58 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1105172781019222016_anchor_1105172781019222016.png,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1105172781019222016_1105142701329014784.png,Mon Mar 11 16:25:27 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1105172781019222016_1105147008610820096.png,Mon Mar 11 16:42:34 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1105172781019222016_1105166631603453953.png,Mon Mar 11 18:00:32 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1105172781019222016_1105189176440471552.png,Mon Mar 11 19:30:07 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1105172781019222016_1105234457278205953.png,Mon Mar 11 22:30:03 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1105172781019222016_1105287310202077185.png,Tue Mar 12 02:00:04 +0000 2019,Yes,5,,
3L2OEKSTXFY8L1T38QU8FJJ81Y88Y4,33YD3YS58ZTUSL24EGICGSHLX37CZQ,Answer questions about the location of tweet author (WARNING: This HIT may contain adult content. Worker discretion is advised.),Read a tweet and determine whether the author was or was not in a city when the tweet was published,"location, spatial, temporal",$0.11,Thu Apr 29 10:13:42 PDT 2021,5,BatchId:4425519;OriginalHitTemplateId:928390828;,600,2592000,Wed Jul 28 10:13:42 PDT 2021,,,3LEP4MGT3NORB8UD58W5IKVW0CTBDM,A19LJABXVNJTOB,Submitted,Thu Apr 29 10:14:13 PDT 2021,Thu Apr 29 10:17:36 PDT 2021,Sat May 29 10:17:36 PDT 2021,,,,203,100% (325/325),100% (325/325),100% (136/136),springbreak2019_1105172781019222016,springbreak2019,Phoenix,Mon Mar 11 18:24:58 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1105172781019222016_anchor_1105172781019222016.png,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1105172781019222016_1105142701329014784.png,Mon Mar 11 16:25:27 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1105172781019222016_1105147008610820096.png,Mon Mar 11 16:42:34 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1105172781019222016_1105166631603453953.png,Mon Mar 11 18:00:32 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1105172781019222016_1105189176440471552.png,Mon Mar 11 19:30:07 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1105172781019222016_1105234457278205953.png,Mon Mar 11 22:30:03 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/springbreak2019_1105172781019222016_1105287310202077185.png,Tue Mar 12 02:00:04 +0000 2019,No,3,,
3Q2T3FD0PTWMQNYJD6B1U7OQC223MH,33YD3YS58ZTUSL24EGICGSHLX37CZQ,Answer questions about the location of tweet author (WARNING: This HIT may contain adult content. Worker discretion is advised.),Read a tweet and determine whether the author was or was not in a city when the tweet was published,"location, spatial, temporal",$0.11,Thu Apr 29 10:13:42 PDT 2021,5,BatchId:4425519;OriginalHitTemplateId:928390828;,600,2592000,Wed Jul 28 10:13:42 PDT 2021,,,3AZHRG4CUB8S9TP6E3T4LUD1IV730U,A2AXY7I6TCRVP5,Submitted,Thu Apr 29 10:13:55 PDT 2021,Thu Apr 29 10:15:06 PDT 2021,Sat May 29 10:15:06 PDT 2021,,,,71,100% (382/382),100% (382/382),100% (92/92),christmas2019_1212880721297235969,christmas2019,Orlando,Thu Jan 02 23:37:52 +0000 2020,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/christmas2019_1212880721297235969_anchor_1212880721297235969.png,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/christmas2019_1212880721297235969_1208603038170189825.png,Sun Dec 22 04:19:53 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/christmas2019_1212880721297235969_1208739043195936777.png,Sun Dec 22 13:20:19 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/christmas2019_1212880721297235969_1209684011594862592.png,Wed Dec 25 03:55:17 +0000 2019,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/christmas2019_1212880721297235969_1212939204310814721.png,Fri Jan 03 03:30:16 +0000 2020,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/christmas2019_1212880721297235969_1212939959239401472.png,Fri Jan 03 03:33:16 +0000 2020,https://zhaomin.s3.us-east-2.amazonaws.com/screenshot/christmas2019_1212880721297235969_1214247263767351296.png,Mon Jan 06 18:08:01 +0000 2020,Yes,5,,
